name,distance_kb,enh_max,enh_mean,enh_auc,prom_max,prom_mean,prom_auc,spacer_mean,global_mean,global_max
Distance_1kb,1.0,0.265625,0.007773048244416714,23.32625961303711,0.265625,0.005706359166651964,57.06188201904297,0.0032377433963119984,0.003983642905950546,0.265625
Distance_5kb,5.0,0.265625,0.006990512367337942,20.97769546508789,0.1328125,0.004553049337118864,45.528839111328125,0.003721758257597685,0.003973738290369511,0.265625
Distance_10kb,10.0,0.2890625,0.007919961586594582,23.76719856262207,0.1328125,0.00464087538421154,46.407020568847656,0.0032782177440822124,0.0039510345086455345,0.2890625
Distance_25kb,25.0,0.25,0.008639263920485973,25.922800064086914,0.13671875,0.004687150474637747,46.86974334716797,0.003629920305684209,0.0039325254037976265,0.25
Distance_50kb,50.0,0.27734375,0.008028905838727951,24.092912673950195,0.134765625,0.004675521049648523,46.75347900390625,0.0038237671833485365,0.0039335694164037704,0.27734375
Distance_100kb,100.0,0.2578125,0.008299567736685276,24.906240463256836,0.134765625,0.004662655759602785,46.624847412109375,0.0040358370169997215,0.003921127412468195,0.2578125
Distance_200kb,200.0,0.24609375,0.008158056996762753,24.48119354248047,0.1328125,0.004637643229216337,46.37470245361328,0.003954652231186628,0.003906535916030407,0.24609375
Distance_500kb,500.0,0.234375,0.007837667129933834,23.519691467285156,0.1328125,0.004548355937004089,45.48187255859375,0.0038824486546218395,0.0038573017809540033,0.234375
